node,lon,lat,r,theta,degree,x_poincare,y_poincare
白山市,127.611931948346,42.2666874385603,4.9009802940980345,0.5250499223965797,9,0.8525195743386813,0.4938532981110345
伊犁哈萨克自治州,83.5624279143289,43.364559544635,4.617740725913995,2.798448898797586,31,-0.9232847151742666,0.32986927929798016
金昌市,101.973274694511,38.2883504371469,4.9009802940980345,2.672097643085749,9,-0.8786261923375077,0.4457541012982894
固原市,105.716611688503,35.9330991352485,4.799918299958294,2.731696678409463,17,-0.9021882649855169,0.3920075987973924
广元市,106.104149995527,31.9148992205554,4.735659467089594,3.3587652316545533,22,-0.9595187060952453,-0.211720182600474
成都市,104.053595044954,30.7323906621996,3.834824944236852,3.444707519735962,85,-0.9140431657268531,-0.28586926383883643
玉林市,109.869268310093,22.0638950070353,4.799918299958294,4.52523496307645,17,-0.18302560976015583,-0.9664963782469118
庆阳市,107.664770899628,35.6668084470454,4.82538223620577,2.624315207183505,15,-0.8553322343654339,0.4866432997993322
文山壮族苗族自治州,104.997645263558,23.9634995410195,4.85071250072666,4.065666898676692,13,-0.5932192108317264,-0.7856740068938806
乐山市,104.043415953429,29.6403378142515,4.838063945949664,3.564399752285343,14,-0.8976048178886493,-0.4038716249934885
贺州市,111.236479455978,24.5125163961762,4.9009802940980345,4.627090907488557,9,-0.08393646074995922,-0.9816493137788684
梧州市,110.770048506373,23.5081357671195,4.938345360741873,4.588305695895726,6,-0.12200382814194055,-0.9781900474504996
忻州市,112.180412407032,38.8127324306237,4.8126671093981095,1.5350832368939802,16,0.035129879390808215,0.9832513245184676
天水市,105.684449064747,34.9508804021015,4.696682183138622,2.8720395326266637,25,-0.946457117195942,0.2614844158504251
来宾市,109.180901810617,23.6610947701274,4.950737714883371,4.427258168830573,5,-0.277329024406181,-0.9461355404727632
怀化市,109.942177612861,27.6133020361922,4.735659467089594,4.3632379202714375,22,-0.33614746443766796,-0.9233127667368184
六盘水市,104.797818338913,26.6732496637238,4.696682183138622,3.8800716564016224,25,-0.7261188451812006,-0.6609891051267115
宿州市,117.875919559921,33.5411742720744,4.696682183138622,0.05586294925528268,25,0.9803823201660878,0.05482408895047459
徐州市,117.129205635918,34.2652552193553,4.5374260648651505,0.20187118117470337,37,0.9589478842078477,0.19625716882594194
甘南藏族自治州,103.076488807256,34.9868530727624,4.888461805469018,2.944779347387694,10,-0.9660300199602746,0.19262109855551357
邵阳市,111.459199340426,27.4304136727548,4.722702782160598,4.622494607345157,23,-0.08819104726887078,-0.9784078689460107
盐城市,119.693037329979,33.7078251549087,4.838063945949664,0.06426473696351476,14,0.9822479698433465,0.06321095087419934
贵港市,110.074525569112,23.3307474753797,4.938345360741873,4.521852034189904,6,-0.18669101429566023,-0.9679293198337142
株洲市,113.21752713495,27.9028732282319,4.683617673316634,4.941363980460162,26,0.2228207658326558,-0.9560561432130177
焦作市,112.875884582948,35.1286008854391,4.74858079933817,1.1337663554064887,21,0.41597937957024506,0.8904482173292676
濮阳市,115.528730114444,35.7908854719971,4.8126671093981095,0.6285598303058455,16,0.7958350111970219,0.5785014352154795
